fecha_robo;hora_robo;id_tipo_alerta;DiaDeLaSemana;codigo_via;tipo_via;nombre_via;nro_cuadra;id_criticidad;desc_criticidad;estado_criticidad;id_urbanizacion;urbanizacion;latitud;longitud;tipo_de_delito;data1;data2
14/03/2022;23;2;3;1;Avenida;AV. ABANCAY CON MONTEVIDEO CERCADO DE LIMA;0;2;Moderado;Activo;1;Cercado lima;-12.057843;-77.030045;1;-12.05;-77.03
15/03/2022;24;2;4;1;Avenida;AV. ARGENTINA CON JR. RAMON CARCAMO;5;2;Moderado;Activo;1;Cercado lima;-12.04423;-77.04853;1;-12.04;-77.04
15/03/2022;1;2;4;1;Avenida;AV. ARGENTINA;14;2;Moderado;Activo;1;Cercado lima;-12.045098;-77.06036;1;-12.04;-77.06
19/03/2022;5;2;4;2;Jiron;JR HUANUCO;7;2;Moderado;Activo;1;Cercado lima;-12.052019;-77.019134;1;-12.05;-77.01
19/03/2022;6;2;6;1;Avenida;GARCILAZO DE LA VEGA;14;2;Moderado;Activo;1;Cercado lima;-12.058036;-77.037919;1;-12.05;-77.03
14/03/2022;2;2;7;1;Avenida;AV. INCA GARCILASO DE LA VEGA Y AV. URUGUAY;0;2;Moderado;Activo;1;Cercado lima;-12.054066;-77.038227;1;-12.05;-77.03
21/03/2022;5;2;6;1;Avenida;AV. ARGENTINA;23;2;Moderado;Activo;1;Cercado lima;-12.046017;-77.069975;1;-12.04;-77.06
22/03/2022;6;2;6;1;Avenida;AV. ABANCAY CON JR. MONTEVIDEO;0;2;Moderado;Activo;1;Cercado lima;-12.057843;-77.030045;1;-12.05;-77.03
22/03/2022;7;2;1;2;Jiron;JR. PUNO;9;2;Moderado;Activo;1;Cercado lima;-12.055213;-77.023138;1;-12.05;-77.02
22/03/2022;3;2;2;2;Jiron;PUNO;15;2;Moderado;Activo;1;Cercado lima;-12.055761;-77.017446;1;-12.05;-77.01
23/03/2022;11;2;3;1;Avenida;AV. ARGENTINA;3;2;Moderado;Activo;1;Cercado lima;-12.044062;-77.046813;1;-12.04;-77.04
22/03/2022;12;2;2;1;Avenida;AV. INCA GARCILASO DE LA VEGA Y JR. RUFINO TORRICO;0;2;Moderado;Activo;1;Cercado lima;-12.050939;-77.038763;1;-12.05;-77.03
24/03/2022;13;2;2;1;Avenida;ABANCAY;4;2;Moderado;Activo;1;Cercado lima;-12.050298;-77.028067;1;-12.05;-77.02
24/03/2022;14;2;2;2;Jiron;JR. HUANUCO;7;2;Moderado;Activo;1;Cercado lima;-12.052019;-77.019134;1;-12.05;-77.01
24/03/2022;12;2;2;2;Jiron;HUANUCO;8;2;Moderado;Activo;1;Cercado lima;-12.054379;-77.018657;1;-12.05;-77.01
24/03/2022;5;2;2;1;Avenida;AV. ARGENTINA;13;2;Moderado;Activo;1;Cercado lima;-12.045042;-77.059186;1;-12.04;-77.05
25/03/2022;6;2;3;1;Avenida;UNIVERSITARIA Y AV. ARGENTINA;9;2;Moderado;Activo;1;Cercado lima;-12.044401;-77.05462;1;-12.04;-77.05
26/03/2022;7;2;3;1;Avenida;AV. ARGENTINA;13;2;Moderado;Activo;1;Cercado lima;-12.045042;-77.059186;1;-12.04;-77.05
25/03/2022;8;2;4;1;Avenida;AV. INCA GARCILASO DE LA VEGA NRO. 1337 - 2038;13;2;Moderado;Activo;1;Cercado lima;-12.056767;-77.0398989;1;-12.05;-77.03
26/03/2022;2;2;4;1;Avenida;ABANCAY;4;2;Moderado;Activo;1;Cercado lima;-12.050298;-77.028067;1;-12.05;-77.02
24/03/2022;3;2;4;1;Avenida;TACNA;6;2;Moderado;Activo;1;Cercado lima;-12.048117;-77.038727;1;-12.04;-77.03
29/03/2022;11;2;4;2;Jiron;JR. JUNIN - JR. HUANUCO - BARRIOS ALTOS - CERCADO DE LIMA;0;2;Moderado;Activo;1;Cercado lima;-12.051075;-77.019316;1;-12.05;-77.01
30/03/2022;12;2;6;1;Avenida;AV. ARGENTINA;4;2;Moderado;Activo;1;Cercado lima;-12.044177;-77.047607;1;-12.04;-77.04
29/03/2022;15;2;6;2;Jiron;JR HUANUCO;3;2;Moderado;Activo;1;Cercado lima;-12.042954;-77.019563;1;-12.04;-77.01
31/03/2022;16;2;6;1;Avenida;AV TACNA;3;2;Moderado;Activo;1;Cercado lima;-12.045137;-77.036538;1;-12.04;-77.03
31/03/2022;12;2;7;1;Avenida;AV. ALFONSO UGARTE;9;2;Moderado;Activo;1;Cercado lima;-12.059458;-77.041445;1;-12.05;-77.04
31/03/2022;3;2;7;1;Avenida;AV. GARCILASO DE LA VEGA - CERCADO DE LIMA;17;2;Moderado;Activo;1;Cercado lima;-12.063571;-77.037744;1;-12.06;-77.03
5/04/2022;5;2;7;1;Avenida;AV. GRAU Y NICOLAS AYLLON;0;2;Moderado;Activo;1;Cercado lima;-12.059797;-77.034789;1;-12.05;-77.03
5/04/2022;6;2;7;1;Avenida;INTERSECCIONES DEL JR. HUANTA Y AV. GRAU;0;2;Moderado;Activo;1;Cercado lima;-12.058064;-77.024219;1;-12.05;-77.02
4/04/2022;22;2;7;1;Avenida;ABANCAY;2;2;Moderado;Activo;1;Cercado lima;-12.04709;-77.026303;1;-12.04;-77.02
7/04/2022;23;2;1;1;Avenida;AV. JUNIN Y GRAU;0;2;Moderado;Activo;1;Cercado lima;-12.053603;-77.012389;1;-12.05;-77.01
8/04/2022;24;2;1;2;Jiron;INTERSECCION DEL JR. JUNIN CON HUANUCO;0;2;Moderado;Activo;1;Cercado lima;-12.051075;-77.019316;1;-12.05;-77.01
7/04/2022;1;2;1;1;Avenida;AV. INCA GARCILASO DE LA VEGA 1261 STAND 412;12;2;Moderado;Activo;1;Cercado lima;-12.055155;-77.038182;1;-12.05;-77.03
8/04/2022;2;2;2;2;Jiron;JIRON AYACUCHO CON PUNO;0;2;Moderado;Activo;1;Cercado lima;-12.053387;-77.028522;1;-12.05;-77.02
11/04/2022;4;2;2;2;Jiron;HUANUCO;4;2;Moderado;Activo;1;Cercado lima;-12.047046;-77.019863;1;-12.04;-77.01
9/04/2022;6;2;3;2;Jiron;JR. HUANUCO;9;2;Moderado;Activo;1;Cercado lima;-12.055419;-77.018211;1;-12.05;-77.01
12/04/2022;7;2;4;1;Avenida;ABANCAY;11;2;Moderado;Activo;1;Cercado lima;12.057897;-77.0282873;1;12.057;-77.02
12/04/2022;4;2;5;1;Avenida;AV. GRAU CON LA AV. ABANCAY (PARADERO VIA EXPRESA DE GRAU);0;2;Moderado;Activo;1;Cercado lima;-12.058661;-77.029852;1;-12.05;-77.02
12/04/2022;9;2;6;1;Avenida;AV. BOLIVIA E INCA GARCILASO DE LA VEGA;0;2;Moderado;Activo;1;Cercado lima;-12.05399;-77.038268;1;-12.05;-77.03
15/04/2022;9;2;7;1;Avenida;ALFONSO UGARTE;7;2;Moderado;Activo;1;Cercado lima;-12.056772;-77.041649;1;-12.05;-77.04
15/04/2022;9;2;1;1;Avenida;TACNA;6;2;Moderado;Activo;1;Cercado lima;-12.048117;-77.038727;1;-12.04;-77.03
13/04/2022;10;2;2;2;Jiron;JR. PUNO NRO. 135;1;2;Moderado;Activo;1;Cercado lima;-12.050758;-77.032734;1;-12.05;-77.03
16/04/2022;11;2;3;1;Avenida;AV. INCA GARCILASO DE LA VEGA 865 - 869;8;2;Moderado;Activo;1;Cercado lima;-12.053279;-77.038313;1;-12.05;-77.03
18/04/2022;12;2;4;1;Avenida;AV. ARGENTINA;9;2;Moderado;Activo;1;Cercado lima;-12.044401;-77.05462;1;-12.04;-77.05
19/04/2022;14;2;5;1;Avenida;INTERSECCION DE LA AV. GRAU Y AV. CARLOS ZAVALA CERCADO DE LIMA.;0;2;Moderado;Activo;1;Cercado lima;-12.058988;-77.031569;1;-12.05;-77.03
19/04/2022;16;2;6;1;Avenida;GARCILAZO DE LA VEGA;17;2;Moderado;Activo;1;Cercado lima;-12.063571;-77.037744;1;-12.06;-77.03
17/04/2022;17;2;7;2;Jiron;JR. JUNIN CON HUANUCO;0;2;Moderado;Activo;1;Cercado lima;-12.051075;-77.019316;1;-12.05;-77.01
21/04/2022;18;2;1;1;Avenida;GARCILAZO DE LA VEGA;13;2;Moderado;Activo;1;Cercado lima;-12.056767;-77.0398989;1;-12.05;-77.03
21/04/2022;2;2;2;1;Avenida;AV GRAU PARTE BAJA CERCADO DE LIMA;0;2;Moderado;Activo;1;Cercado lima;-12.059505;-77.03481;1;-12.05;-77.03
23/04/2022;3;2;2;2;Jiron;JR. JUNIN Y JR. HUANUCO;0;2;Moderado;Activo;1;Cercado lima;-12.051075;-77.019316;1;-12.05;-77.01
23/04/2022;4;2;2;1;Avenida;INTERSECCIONES DE LA AV. ABANCAY YJR MONTEVIDEO;0;2;Moderado;Activo;1;Cercado lima;-12.057843;-77.030045;1;-12.05;-77.03
24/04/2022;5;2;2;1;Avenida;AV GRAU CDRA DOS CERCADO DE LIMA;0;2;Moderado;Activo;1;Cercado lima;-12.059282;-77.033137;1;-12.05;-77.03
23/04/2022;1;2;2;2;Jiron;JR. PUNO 258 CERCADO DE LIMA.;0;2;Moderado;Activo;1;Cercado lima;-12.050633;-77.032861;1;-12.05;-77.03
25/04/2022;23;2;2;1;Avenida;ALFONSO UGARTE;6;2;Moderado;Activo;1;Cercado lima;-12.05482;-77.041778;1;-12.05;-77.04
25/04/2022;24;2;3;2;Jiron;JR. HUANUCO - JR. JUNIN - BARRIOS ALTOS;0;2;Moderado;Activo;1;Cercado lima;-12.051075;-77.019316;1;-12.05;-77.01
26/04/2022;1;2;3;2;Jiron;PUNO;6;2;Moderado;Activo;1;Cercado lima;-12.053295;-77.028621;1;-12.05;-77.02
26/04/2022;5;2;4;1;Avenida;AV. MIGUEL GRAU;5;2;Moderado;Activo;1;Cercado lima;-12.058548;-77.027086;1;-12.05;-77.02
28/04/2022;6;2;4;2;Jiron;JR. HUANUCO;5;2;Moderado;Activo;1;Cercado lima;-12.047717;-77.019842;1;-12.04;-77.01
29/04/2022;2;2;4;1;Avenida;AV. GRAU;13;2;Moderado;Activo;1;Cercado lima;-12.056644;-77.01518;1;-12.05;-77.01
29/04/2022;5;2;6;1;Avenida;AV.ABANCAY CON AV. GRAU;0;2;Moderado;Activo;1;Cercado lima;-12.058661;-77.029852;1;-12.05;-77.02
29/04/2022;6;2;7;1;Avenida;AV. ARGENTINA;8;2;Moderado;Activo;1;Cercado lima;-12.044502;-77.052939;1;-12.04;-77.05
30/04/2022;7;2;6;1;Avenida;AV. BOLIVIA E INCA GARCILASO DE LA VEGA CC. REAL PLAZA;0;2;Moderado;Activo;1;Cercado lima;-12.05399;-77.038268;1;-12.05;-77.03
1/05/2022;3;2;6;1;Avenida;AV GRAU CDRA UNO CERCADO DE LIMA;0;2;Moderado;Activo;1;Cercado lima;-12.059797;-77.034789;1;-12.05;-77.03
3/05/2022;11;2;1;1;Avenida;AV. GARCILAZO  DELA VEGA;9;2;Moderado;Activo;1;Cercado lima;-12.053709;-77.038259;1;-12.05;-77.03
4/05/2022;12;2;2;1;Avenida;AV. GRAU CDRA. 05 LIMA;0;2;Moderado;Activo;1;Cercado lima;-12.058548;-77.027086;1;-12.05;-77.02
5/05/2022;13;2;3;2;Jiron;JR. JUNIN CON JR. HUANUCO;0;2;Moderado;Activo;1;Cercado lima;-12.051075;-77.019316;1;-12.05;-77.01
23/04/2022;14;2;2;1;Avenida;AV. ARGENTINA;1;2;Moderado;Activo;1;Cercado lima;-12.043772;-77.044251;1;-12.04;-77.04
6/05/2022;12;2;2;1;Avenida;AV. ABANCAY CON JR. MONTEVIDEO;0;2;Moderado;Activo;1;Cercado lima;-12.057843;-77.030045;1;-12.05;-77.03
6/05/2022;5;2;2;1;Avenida;AV. ARGENTINA;4;2;Moderado;Activo;1;Cercado lima;-12.044177;-77.047607;1;-12.04;-77.04
8/05/2022;6;2;2;1;Avenida;AV. ARGENTINA;3;2;Moderado;Activo;1;Cercado lima;-12.044062;-77.046813;1;-12.04;-77.04
10/05/2022;7;2;2;2;Jiron;CUADRA 4 DEL JR. PUNO CERCADO DE LIMA.;0;2;Moderado;Activo;1;Cercado lima;-12.052907;-77.029276;1;-12.05;-77.02
10/05/2022;8;2;3;1;Avenida;AV GARCILASO VEGA 1900- HOTEL GARCILASO-LIMA;0;2;Moderado;Activo;1;Cercado lima;-12.063739;-77.037669;1;-12.06;-77.03
11/05/2022;2;2;3;2;Jiron;JR. HUANUCO CDRA. 5;0;2;Moderado;Activo;1;Cercado lima;-12.047717;-77.019842;1;-12.04;-77.01
11/05/2022;3;2;4;1;Avenida;AV. ARGENTINA;10;2;Moderado;Activo;1;Cercado lima;-12.044748;-77.055763;1;-12.04;-77.05
12/05/2022;11;2;4;1;Avenida;AV. GRAU CON JR. AYACUCHO;0;2;Moderado;Activo;1;Cercado lima;-12.058653;-77.028436;1;-12.05;-77.02
12/05/2022;12;2;4;2;Jiron;JR. AMAZONAS - JR. HUANUCO - BARRIOS ALTOS;0;2;Moderado;Activo;1;Cercado lima;-12.045241;-77.019724;1;-12.04;-77.01
13/05/2022;15;2;4;1;Avenida;AV. ABANCAY CON AV. GRAU CERCADO DE LIMA;0;2;Moderado;Activo;1;Cercado lima;-12.058661;-77.029852;1;-12.05;-77.02
14/05/2022;16;3;6;2;Jiron;JR HUANUCO;10;2;Moderado;Activo;1;Cercado lima;-12.055733;-77.018082;1;-12.05;-77.01
14/05/2022;12;3;6;1;Avenida;INTERSECCIONES DE LA AV. GRAU Y JR LUCANAS;0;2;Moderado;Activo;1;Cercado lima;-12.057431;-77.019499;1;-12.05;-77.01
13/05/2022;3;3;6;1;Avenida;AV. INCA GARCILASO DE LA VEGA Y AV. BOLIVIA;0;2;Moderado;Activo;1;Cercado lima;-12.05399;-77.038268;1;-12.05;-77.03
16/05/2022;5;3;7;1;Avenida;JR LUCANAS CON AV GRAU CERCADO DE LIMA;0;2;Moderado;Activo;1;Cercado lima;-12.057431;-77.019499;1;-12.05;-77.01
17/05/2022;6;3;7;2;Jiron;JR. HUANUCO Y JR. MIROQUEZADA;0;2;Moderado;Activo;1;Cercado lima;-12.053142;-77.018844;1;-12.05;-77.01
17/05/2022;22;3;7;1;Avenida;AV. GRAU;14;2;Moderado;Activo;1;Cercado lima;-12.056081;-77.014494;1;-12.05;-77.01
13/05/2022;23;3;7;1;Avenida;ALFONSO UGARTE;8;2;Moderado;Activo;1;Cercado lima;-12.05651;-77.04166;1;-12.05;-77.04
20/05/2022;24;3;7;2;Jiron;JR. PUNO N 1186;0;2;Moderado;Activo;1;Cercado lima;-12.055479;-77.021854;1;-12.05;-77.02
20/05/2022;1;3;1;1;Avenida;AV.ABANCAY CON AV. GRAU;0;2;Moderado;Activo;1;Cercado lima;-12.058661;-77.029852;1;-12.05;-77.02
20/05/2022;2;3;1;1;Avenida;PASEO DE LA REPUBLICA CON AV. GRAU;0;2;Moderado;Activo;1;Cercado lima;-12.059589;-77.03517;1;-12.05;-77.03
20/05/2022;4;3;1;2;Jiron;JR. HUANUCO Y JR. AMAZONAS;0;2;Moderado;Activo;1;Cercado lima;-12.045241;-77.019724;1;-12.04;-77.01
22/05/2022;6;3;2;1;Avenida;INTERSECCION DE LA AV. GRAU CON JR HUANUCO;0;2;Moderado;Activo;1;Cercado lima;-12.057265;-77.017474;1;-12.05;-77.01
17/05/2022;7;3;2;2;Jiron;CRUCE DEL JR. AMAZONAS CON JR. HUANUCO;0;2;Moderado;Activo;1;Cercado lima;-12.045241;-77.019724;1;-12.04;-77.01
15/05/2022;4;3;3;1;Avenida;AV. GRAU CDRA DOS CERCADO DE LIMA;0;2;Moderado;Activo;1;Cercado lima;-12.059282;-77.033137;1;-12.05;-77.03
25/05/2022;9;3;4;2;Jiron;JR CARABAYA CON JR PUNO CERCADO DE LIMA;0;2;Moderado;Activo;1;Cercado lima;-12.050478;-77.033042;1;-12.05;-77.03
24/05/2022;9;3;5;1;Avenida;TACNA;4;2;Moderado;Activo;1;Cercado lima;-12.045578;-77.037053;1;-12.04;-77.03
26/05/2022;9;3;6;2;Jiron;INTERSECCION DEL JR. LAMPA Y JR. PUNO CERCADO DE LIMA.;0;2;Moderado;Activo;1;Cercado lima;-12.051201;-77.03196;1;-12.05;-77.03
25/05/2022;10;3;7;1;Avenida;AV. NICOLAS DE PIEROLA E INCA GARCILASO DE LA VEGA;0;2;Moderado;Activo;1;Cercado lima;-12.05395;-77.0385701;1;-12.05;-77.03
26/05/2022;11;3;1;2;Jiron;JR. HUANUCO - LIMA CERCADO;3;2;Moderado;Activo;1;Cercado lima;-12.042954;-77.019563;1;-12.04;-77.01
11/05/2022;12;3;2;1;Avenida;INTERSECCIONES DE LA AV. MIGUEL GRAU Y JR. LA MAR;0;2;Moderado;Activo;1;Cercado lima;-12.05762;-77.020464;1;-12.05;-77.02
26/05/2022;14;3;3;1;Avenida;AV. ARGENTINA;9;2;Moderado;Activo;1;Cercado lima;-12.044401;-77.05462;1;-12.04;-77.05
26/05/2022;16;3;4;1;Avenida;AV. ARGENTINA NRO. 344;3;2;Moderado;Activo;1;Cercado lima;-12.044062;-77.046813;1;-12.04;-77.04
26/05/2022;17;3;5;1;Avenida;AV. GARCILASO DE LA VEGA Y BOLIVIA (CC. REAL PLAZA);0;2;Moderado;Activo;1;Cercado lima;-12.055902;-77.038205;1;-12.05;-77.03
27/05/2022;18;3;6;2;Jiron;HUANUCO;3;2;Moderado;Activo;1;Cercado lima;-12.042954;-77.019563;1;-12.04;-77.01
27/05/2022;2;3;7;1;Avenida;TACNA;6;2;Moderado;Activo;1;Cercado lima;-12.048117;-77.038727;1;-12.04;-77.03
28/05/2022;3;3;1;1;Avenida;GRAU;16;2;Moderado;Activo;1;Cercado lima;-12.054942;-77.013589;1;-12.05;-77.01
30/05/2022;4;3;2;1;Avenida;AV. GARCILASO DE LA VEGA Y BOLIVIA;0;2;Moderado;Activo;1;Cercado lima;-12.055902;-77.038205;1;-12.05;-77.03
30/05/2022;5;3;2;1;Avenida;AV. GARCILASO DE LA VEGA Y BOLIVIA (CC. REAL PLAZA);0;2;Moderado;Activo;1;Cercado lima;-12.055902;-77.038205;1;-12.05;-77.03
30/05/2022;1;3;2;1;Avenida;AV. GARCILASO DE LA VEGA Y BOLIVIA;0;2;Moderado;Activo;1;Cercado lima;-12.055902;-77.038205;1;-12.05;-77.03
30/05/2022;23;3;2;1;Avenida;AV. ALFONSO UGARTE CDRA. 08;8;2;Moderado;Activo;1;Cercado lima;-12.05651;-77.04166;1;-12.05;-77.04
10/05/2022;24;3;2;1;Avenida;AV. GRAU;2;2;Moderado;Activo;1;Cercado lima;-12.059282;-77.033137;1;-12.05;-77.03
30/05/2022;1;3;2;1;Avenida;AV ARGENTINA;18;2;Moderado;Activo;1;Cercado lima;-12.045612;-77.064802;1;-12.04;-77.06
30/05/2022;5;3;3;2;Jiron;JR HUANUCO;5;2;Moderado;Activo;1;Cercado lima;-12.047717;-77.019842;1;-12.04;-77.01
31/05/2022;6;3;3;2;Jiron;JR HUANUCO;5;2;Moderado;Activo;1;Cercado lima;-12.047717;-77.019842;1;-12.04;-77.01
1/06/2022;2;3;4;1;Avenida;AV. GARCILASO DE VEGA Y PASEO COLON;0;2;Moderado;Activo;1;Cercado lima;-12.05971;-77.037964;1;-12.05;-77.03
1/06/2022;5;3;4;1;Avenida;AV. GRAU CON EL JIRON ANDAHUAYLAS;0;2;Moderado;Activo;1;Cercado lima;-12.05838;-77.026757;1;-12.05;-77.02
1/06/2022;6;3;4;1;Avenida;C.C. LA BELLOTA AV. ARGENTINA;3;2;Moderado;Activo;1;Cercado lima;-12.044062;-77.046813;1;-12.04;-77.04
3/06/2022;7;3;6;2;Jiron;JR. PUNO 1235 BARRIOS ALTOS CERCADO DE LIMA.;0;2;Moderado;Activo;1;Cercado lima;-12.055642;-77.020336;1;-12.05;-77.02
4/06/2022;3;3;7;1;Avenida;AV. GRAU CON PASEO DE LA REPUBLICA;0;2;Moderado;Activo;1;Cercado lima;-12.059589;-77.03517;1;-12.05;-77.03
4/06/2022;11;3;6;2;Jiron;JR. PUNO;16;2;Moderado;Activo;1;Cercado lima;-12.054958;-77.024536;1;-12.05;-77.02
4/06/2022;12;3;6;2;Jiron;JR. HUANTA CON JR. PUNO;0;2;Moderado;Activo;1;Cercado lima;-12.055108;-77.023544;1;-12.05;-77.02
5/06/2022;13;3;1;1;Avenida;AV GRAU CON CARLOS ZAVALA CERCADO DE LIMA;0;2;Moderado;Activo;1;Cercado lima;-12.058988;-77.031569;1;-12.05;-77.03
5/06/2022;14;3;2;1;Avenida;AV. GRAU CUADRA 1;0;2;Moderado;Activo;1;Cercado lima;-12.059797;-77.034789;1;-12.05;-77.03
5/06/2022;12;3;3;1;Avenida;AV. BOLIVIA Y GARCILASO DE LA VEGA CC. REAL PLAZA;0;2;Moderado;Activo;1;Cercado lima;-12.055902;-77.038205;1;-12.05;-77.03
8/06/2022;5;3;2;1;Avenida;AV. GRAU CON AVIACION;0;2;Moderado;Activo;1;Cercado lima;-12.056364;-77.014737;1;-12.05;-77.01
9/06/2022;6;3;2;1;Avenida;AV. GRAU CON EL JR. CANGALLO;0;2;Moderado;Activo;1;Cercado lima;-12.057796;-77.021866;1;-12.05;-77.02
9/06/2022;7;3;2;1;Avenida;AV. ARGENTINA;15;2;Moderado;Activo;1;Cercado lima;-12.045098;-77.06036;1;-12.04;-77.06
10/06/2022;8;3;2;1;Avenida;INTERSECCIONES DE LA AV. GRAU Y AV. ABANCAY;0;2;Moderado;Activo;1;Cercado lima;-12.058661;-77.029852;1;-12.05;-77.02
10/06/2022;2;3;2;1;Avenida;AV. NICOLAS AYLLON Y GRAU CERCADO DE LIMA;0;2;Moderado;Activo;1;Cercado lima;-12.054869;-77.013498;1;-12.05;-77.01
11/06/2022;3;3;3;1;Avenida;AV. ARGENTINA;14;2;Moderado;Activo;1;Cercado lima;-12.045098;-77.06036;1;-12.04;-77.06
10/06/2022;11;3;3;2;Jiron;JR JUNIN - HUANUCO;0;2;Moderado;Activo;1;Cercado lima;-12.051075;-77.019316;1;-12.05;-77.01
12/06/2022;12;3;4;1;Avenida;AV. ARGENTINA .;12;2;Moderado;Activo;1;Cercado lima;-12.044968;-77.058328;1;-12.04;-77.05
13/06/2022;15;3;4;2;Jiron;JR. HUANUCO JR. AMAZONAS;0;2;Moderado;Activo;1;Cercado lima;-12.045241;-77.019724;1;-12.04;-77.01
15/06/2022;16;3;4;1;Avenida;AV ABANCAY CON GRAU CERCADO DE LIMA;0;2;Moderado;Activo;1;Cercado lima;-12.058661;-77.029852;1;-12.05;-77.02
15/06/2022;12;3;4;1;Avenida;AV. ABANCAY CON GRAU CERCDO DE LIMA;0;2;Moderado;Activo;1;Cercado lima;-12.058661;-77.029852;1;-12.05;-77.02
17/06/2022;3;3;6;2;Jiron;PUNO;1;2;Moderado;Activo;1;Cercado lima;-12.050758;-77.032734;1;-12.05;-77.03
17/06/2022;5;3;6;1;Avenida;AV. GRAU, HUANUCO,;0;2;Moderado;Activo;1;Cercado lima;-12.057265;-77.017474;1;-12.05;-77.01
19/06/2022;6;3;6;1;Avenida;AV. GRAU;14;2;Moderado;Activo;1;Cercado lima;-12.055195;-77.013786;1;-12.05;-77.01
21/06/2022;22;3;7;1;Avenida;AV TACNA;1;2;Moderado;Activo;1;Cercado lima;-12.043186;-77.035187;1;-12.04;-77.03
21/06/2022;23;3;7;2;Jiron;JR. PUNO 775 INTERIOR 14 CERCADO DE LIMA.;0;2;Moderado;Activo;1;Cercado lima;-12.054479;-77.027116;1;-12.05;-77.02
20/06/2022;24;3;7;1;Avenida;AV. ABANCAY CON MONTEVIDEO;0;2;Moderado;Activo;1;Cercado lima;-12.057843;-77.030045;1;-12.05;-77.03
22/06/2022;1;3;7;2;Jiron;JR. JUNIN Y JR. HUANUCO;0;2;Moderado;Activo;1;Cercado lima;-12.051075;-77.019316;1;-12.05;-77.01
22/06/2022;2;3;7;1;Avenida;AV. ARGENTINA;29;2;Moderado;Activo;1;Cercado lima;-12.046202;-77.07209;1;-12.04;-77.07
25/06/2022;4;3;1;1;Avenida;AV. ARGENTINA;4;2;Moderado;Activo;1;Cercado lima;-12.044177;-77.047607;1;-12.04;-77.04
24/06/2022;6;3;1;2;Jiron;INTERSECCION DEL JR. HUANUCO CON EL JR. AMAZONAS;0;2;Moderado;Activo;1;Cercado lima;-12.045241;-77.019724;1;-12.04;-77.01
26/06/2022;7;3;1;1;Avenida;AV. GRAU CON PASEO DE LA REPUBLICA;0;2;Moderado;Activo;1;Cercado lima;-12.059589;-77.03517;1;-12.05;-77.03
27/06/2022;4;3;2;2;Jiron;JR ANCASH - HUANUCO;0;2;Moderado;Activo;1;Cercado lima;-12.047728;-77.019756;1;-12.04;-77.01
25/06/2022;9;3;2;2;Jiron;JR. HUANUCO CON GRAU CERCADO DE LIMA;0;2;Moderado;Activo;1;Cercado lima;-12.057245;-77.017557;1;-12.05;-77.01
23/06/2022;9;3;3;1;Avenida;AV. ABANCAY CON JR. MONTEVIDEO CERCADO DE LIMA;0;2;Moderado;Activo;1;Cercado lima;-12.057843;-77.030045;1;-12.05;-77.03
27/06/2022;9;3;4;1;Avenida;AV. GARCILASO DE LA VEGA;13;2;Moderado;Activo;1;Cercado lima;-12.056767;-77.0398989;1;-12.05;-77.03
24/06/2022;10;3;5;1;Avenida;TACNA;4;2;Moderado;Activo;1;Cercado lima;-12.045578;-77.037053;1;-12.04;-77.03
30/06/2022;11;3;6;2;Jiron;JR AZANGARO CON JR PUNO CERCADO DE LIMA;0;2;Moderado;Activo;1;Cercado lima;-12.050733;-77.030389;1;-12.05;-77.03
1/07/2022;12;3;7;1;Avenida;INTERSECCION DE LA AV. URUGUAY CON GARCILASO DE LA VEGA;0;2;Moderado;Activo;1;Cercado lima;-12.054066;-77.038227;1;-12.05;-77.03
1/07/2022;14;3;1;1;Avenida;AV. ABANCAY CON MONTEVIDEO;0;2;Moderado;Activo;1;Cercado lima;-12.057843;-77.030045;1;-12.05;-77.03
30/06/2022;16;3;2;1;Avenida;INTERSECCION DE AV GARCILASO Y JR HUANCAYO-LIMA;0;2;Moderado;Activo;1;Cercado lima;-12.061893;-77.037664;1;-12.06;-77.03
